date,series,preprocessing.y,preprocessing.y_f,preprocessing.y_ef,preprocessing.yc,preprocessing.yc_f,preprocessing.yc_ef,preprocessing.l,preprocessing.y_lin,preprocessing.y_lin_f,preprocessing.ycal,preprocessing.ycal_f,preprocessing.det,preprocessing.det_f,preprocessing.l_f,preprocessing.l_b,preprocessing.cal,preprocessing.cal_f,preprocessing.tde,preprocessing.tde_f,preprocessing.mhe,preprocessing.mhe_f,preprocessing.ee,preprocessing.ee_f,preprocessing.omhe,preprocessing.omhe_f,preprocessing.out,preprocessing.out_f,preprocessing.out_i,preprocessing.out_i_f,preprocessing.out_t,preprocessing.out_t_f,preprocessing.out_s,preprocessing.out_s_f,preprocessing.reg,preprocessing.reg_f,preprocessing.reg_t,preprocessing.reg_t_f,preprocessing.reg_s,preprocessing.reg_s_f,preprocessing.reg_i,preprocessing.reg_i_f,preprocessing.reg_sa,preprocessing.reg_sa_f,preprocessing.reg_y,preprocessing.reg_y_f,preprocessing.reg_u,preprocessing.reg_u_f,preprocessing.fullresiduals,preprocessing.fcasts(-2),preprocessing.bcasts(-2),preprocessing.lin_fcasts(-2),preprocessing.lin_bcasts(-2),preprocessing.efcasts(-2),decomposition.y_cmp,decomposition.y_cmp_f,decomposition.t_cmp,decomposition.t_cmp_f,decomposition.sa_cmp,decomposition.s_cmp,decomposition.s_cmp_f,decomposition.i_cmp,decomposition.a-tables.a1,decomposition.a-tables.a1a,decomposition.a-tables.a6,decomposition.a-tables.a7,decomposition.a-tables.a8t,decomposition.a-tables.a8s,decomposition.a-tables.a8i,decomposition.a-tables.a8,decomposition.a-tables.a9,decomposition.a-tables.a9sa,decomposition.a-tables.a9u,decomposition.a-tables.a9ser,decomposition.b-tables.b1,decomposition.b-tables.b2,decomposition.b-tables.b3,decomposition.b-tables.b4,decomposition.b-tables.b5,decomposition.b-tables.b6,decomposition.b-tables.b7,decomposition.b-tables.b8,decomposition.b-tables.b9,decomposition.b-tables.b10,decomposition.b-tables.b11,decomposition.b-tables.b13,decomposition.b-tables.b17,decomposition.b-tables.b20,decomposition.d-tables.d1,decomposition.d-tables.d2,decomposition.d-tables.d4,decomposition.d-tables.d5,decomposition.d-tables.d6,decomposition.d-tables.d7,decomposition.d-tables.d8,decomposition.d-tables.d9,decomposition.d-tables.d10_lin,decomposition.d-tables.d11_lin,decomposition.d-tables.d12_lin,decomposition.d-tables.d13_lin,decomposition.d-tables.d10,decomposition.d-tables.d11,decomposition.d-tables.d12,decomposition.d-tables.d13,decomposition.d-tables.d16,decomposition.d-tables.d18,decomposition.d-tables.d10a,decomposition.d-tables.d10a_lin,decomposition.d-tables.d11a,decomposition.d-tables.d11a_lin,decomposition.d-tables.d12a,decomposition.d-tables.d12a_lin,decomposition.d-tables.d16a,decomposition.c-tables.c1,decomposition.c-tables.c2,decomposition.c-tables.c4,decomposition.c-tables.c5,decomposition.c-tables.c6,decomposition.c-tables.c7,decomposition.c-tables.c9,decomposition.c-tables.c10,decomposition.c-tables.c11,decomposition.c-tables.c13,decomposition.c-tables.c17,decomposition.c-tables.c20,decomposition.e-tables.e1,decomposition.e-tables.e2,decomposition.e-tables.e3,decomposition.e-tables.e11,final.y,final.y_f,final.t,final.t_f,final.sa,final.sa_f,final.s,final.s_f,final.i,final.i_f
2017-07-01,124.5,124.5,,,124.5,,,124.5,124.5,,124.5,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,124.5,,129.49982801860023,,129.4998702314809,-4.9998702314809185,,4.2212880686065546e-05,124.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.5,129.5,-5.0,,-4.999999999999999,129.5,129.5,-5.0,,-5.000029449930164,129.50002944993017,2.9449930167402272e-05,1.0,0.0,124.5,129.499993282509,-4.999993282508996,-5.000119061209824,129.50011906120983,129.50000790891323,-5.000007908913233,,-4.9998702314809185,129.4998702314809,129.49982801860023,4.2212880686065546e-05,-4.9998702314809185,129.4998702314809,129.49982801860023,4.2212880686065546e-05,-4.999870231480912,6.217248937900877e-15,,,,,,,,124.5,129.5,-5.0,-5.000074402238652,129.50007440223865,129.5000175243788,-5.000017524378791,-4.999880739303614,129.49988073930362,-0.0001367850751705646,1.0,0.0,124.5,129.4998702314809,4.2212880686065546e-05,129.4998702314809,124.5,,129.49982801860023,,129.4998702314809,,-4.9998702314809185,,4.2212880686065546e-05,
2017-08-01,125.75,125.75,,,125.75,,,125.75,125.75,,125.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,125.75,,129.7499075535765,,129.7499266424543,-3.9999266424543145,,1.908887782064994e-05,125.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.75,129.75,-4.0,,-4.0000000000000036,129.75,129.74999999999997,-3.9999999999999716,,-4.000029947487322,129.75002994748732,2.994748734863606e-05,1.0,0.0,125.75,129.75,-4.0,-3.9999976849344194,129.7499976849344,129.7500143731925,-4.000014373192499,,-3.9999266424543145,129.7499266424543,129.7499075535765,1.908887782064994e-05,-3.9999266424543145,129.7499266424543,129.7499075535765,1.908887782064994e-05,-3.9999266424543123,2.220446049250313e-15,,,,,,,,125.75,129.75,-4.0,-3.999985251250405,129.7499852512504,129.75000978220984,-4.000009782209844,-3.999922293793344,129.74992229379333,-8.748841651140538e-05,1.0,0.0,125.75,129.7499266424543,1.908887782064994e-05,129.7499266424543,125.75,,129.7499075535765,,129.7499266424543,,-3.9999266424543145,,1.908887782064994e-05,
2017-09-01,129.0,129.0,,,129.0,,,129.0,129.0,,129.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,129.0,,129.9998775395701,,129.9999216797533,-0.999921679753301,,4.41401832063093e-05,129.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,130.0,-1.0,,-0.9999999999999996,130.0,130.0,-1.0,,-1.0000246870972316,130.00002468709724,2.4687097237574562e-05,1.0,0.0,129.0,130.0,-1.0,-0.9999684652119358,129.99996846521194,129.99998340284856,-0.9999834028485566,,-0.999921679753301,129.9999216797533,129.9998775395701,4.41401832063093e-05,-0.999921679753301,129.9999216797533,129.9998775395701,4.41401832063093e-05,-0.9999216797532995,1.5543122344752192e-15,,,,,,,,129.0,130.0,-1.0,-0.9999841864604476,129.99998418646044,129.99999748510288,-0.999997485102881,-0.9999251779972235,129.99992517799723,-7.230710565409026e-05,1.0,0.0,129.0,129.9999216797533,4.41401832063093e-05,129.9999216797533,129.0,,129.9998775395701,,129.9999216797533,,-0.999921679753301,,4.41401832063093e-05,
2017-10-01,131.25,131.25,,,131.25,,,131.25,131.25,,131.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,131.25,,130.24987246729432,,130.24988855523833,1.0001114447616648,,1.6087944004539168e-05,131.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.25,130.25,1.0,,0.9999999999999957,130.25,130.25,1.0,,0.9999839909960904,130.2500160090039,1.6009003900308016e-05,1.0,0.0,131.25,130.25,1.0,1.0000341534609154,130.24996584653908,130.2499664073092,1.0000335926908122,,1.0001114447616648,130.24988855523833,130.24987246729432,1.6087944004539168e-05,1.0001114447616648,130.24988855523833,130.24987246729432,1.6087944004539168e-05,1.0001114447616715,6.661338147750939e-15,,,,,,,,131.25,130.25,1.0,1.00000731009851,130.2499926899015,130.24998925798386,1.0000107420161441,1.0000861362161293,130.24991386378386,-7.539419999602615e-05,1.0,0.0,131.25,130.24988855523833,1.6087944004539168e-05,130.24988855523833,131.25,,130.24987246729432,,130.24988855523833,,1.0001114447616648,,1.6087944004539168e-05,
2017-11-01,134.5,134.5,,,134.5,,,134.5,134.5,,134.5,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,134.5,,130.49998690246247,,130.4998634441778,4.000136555822201,,-0.0001234582846620924,134.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.5,130.5,4.0,,3.9999999999999956,130.5,130.5,4.0,,3.999986911142139,130.50001308885786,1.3088857855336755e-05,1.0,0.0,134.5,130.5,4.0,4.000036772133772,130.49996322786623,130.49999265872253,4.000007341277467,,4.000136555822201,130.4998634441778,130.49998690246247,-0.0001234582846620924,4.000136555822201,130.4998634441778,130.49998690246247,-0.0001234582846620924,4.000136555822195,-6.217248937900877e-15,,,,,,,,134.5,130.5,4.0,4.000004566231369,130.49999543376862,130.4999903691983,4.0000096308017135,4.000092533231552,130.49990746676843,-8.290242985253826e-05,1.0,0.0,134.5,130.4998634441778,-0.0001234582846620924,130.4998634441778,134.5,,130.49998690246247,,130.4998634441778,,4.000136555822201,,-0.0001234582846620924,
2017-12-01,130.75,130.75,,,130.75,,,130.75,130.75,,130.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,130.75,,130.7501819008748,,130.74986258965967,0.00013741034033279973,,-0.00031931121512229765,130.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.75,130.75,0.0,,9.06682136777211e-16,130.75,130.75000000000003,-2.842170943040401e-14,,-1.308885785640257e-05,130.75001308885786,1.3088857826915046e-05,1.0,0.0,130.75,130.75,0.0,3.939080662891515e-05,130.74996060919338,130.75004269833764,-4.269833763714814e-05,,0.00013741034033279973,130.74986258965967,130.7501819008748,-0.00031931121512229765,0.00013741034033279973,130.74986258965967,130.7501819008748,-0.00031931121512229765,0.00013741034032932475,-3.4749763830332903e-15,,,,,,,,130.75,130.75,0.0,4.566231374366255e-06,130.74999543376862,130.74999699825761,3.001742385322359e-06,8.852809164298093e-05,130.74991147190835,-8.552634926672908e-05,1.0,0.0,130.75,130.74986258965967,-0.00031931121512229765,130.74986258965967,130.75,,130.7501819008748,,130.74986258965967,,0.00013741034033279973,,-0.00031931121512229765,
2018-01-01,129.0,129.0,,,129.0,,,129.0,129.0,,129.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,129.0,,131.00032104703337,,131.0008797306844,-2.0008797306844115,,0.0005586836510360627,129.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,131.0,-2.0,,-2.0000000000000036,131.0,131.0,-2.0,-1.9999999999999942,-2.000013088857851,131.00001308885786,1.3088857855336755e-05,1.0,0.0,129.0,131.0,-2.0,-2.0002662501122686,131.00026625011228,131.00006564371796,-2.00006564371796,,-2.0008797306844115,131.0008797306844,131.00032104703337,0.0005586836510360627,-2.0008797306844115,131.0008797306844,131.00032104703337,0.0005586836510360627,-2.000879730684403,8.43769498715119e-15,,,,,,,,129.0,131.0,-2.0,-1.9999987241215478,130.99999872412155,130.9999990409034,-1.9999990409033899,-2.0006315785475746,131.00063157854757,0.0006325376441793651,1.0,0.0,129.0,131.0008797306844,0.0005586836510360627,131.0008797306844,129.0,,131.00032104703337,,131.0008797306844,,-2.0008797306844115,,0.0005586836510360627,
2018-02-01,133.25,133.25,,,133.25,,,133.25,133.25,,133.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,133.25,,131.25029094006985,,131.25025641497282,1.9997435850271872,,-3.4525097021287365e-05,133.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.25,131.25,2.0,,1.9999999999999964,131.25,131.25,2.0,,1.9999773580445281,131.25002264195547,2.2641955467861408e-05,1.0,0.0,133.25,131.25,2.0,2.000028133213187,131.2499718667868,131.2500490933889,1.9999509066111045,,1.9997435850271872,131.25025641497282,131.25029094006985,-3.4525097021287365e-05,1.9997435850271872,131.25025641497282,131.25029094006985,-3.4525097021287365e-05,1.9997435850271756,-1.1546319456101628e-14,,,,,,,,133.25,131.25,2.0,1.999998409797127,131.25000159020288,131.2500001877134,1.9999998122866032,1.9997197134907232,131.25028028650928,0.00028009879588353215,1.0,0.0,133.25,131.25025641497282,-3.4525097021287365e-05,131.25025641497282,133.25,,131.25029094006985,,131.25025641497282,,1.9997435850271872,,-3.4525097021287365e-05,
2018-03-01,136.5,136.5,,,136.5,,,136.5,136.5,,136.5,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,136.5,,131.50010421179752,,131.49999913618151,5.000000863818492,,-0.00010507561600547888,136.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.5,131.5,5.0,,4.9999999999999964,131.5,131.49999999999997,5.000000000000028,,5.0000974637297,131.4999025362703,-9.746372967356365e-05,1.0,0.0,136.5,131.5,5.0,5.0000289888407625,131.49997101115923,131.50000506522474,4.999994934775259,,5.000000863818492,131.49999913618151,131.50010421179752,-0.00010507561600547888,5.000000863818492,131.49999913618151,131.50010421179752,-0.00010507561600547888,5.000000863818485,-7.105427357601002e-15,,,,,,,,136.5,131.5,5.0,4.999999302706561,131.50000069729344,131.50000076513803,4.999999234861974,5.000025637895301,131.4999743621047,-2.6403033331234838e-05,1.0,0.0,136.5,131.49999913618151,-0.00010507561600547888,131.49999913618151,136.5,,131.50010421179752,,131.49999913618151,,5.000000863818492,,-0.00010507561600547888,
2018-04-01,134.75,134.75,,,134.75,,,134.75,134.75,,134.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,134.75,,131.74989395327523,,131.74979469894444,3.000205301055572,,-9.925433079160939e-05,134.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.75,131.75,3.0,,2.999999999999998,131.75,131.74999999999997,3.0000000000000284,,3.000042977946419,131.7499570220536,-4.297794637864172e-05,1.0,0.0,134.75,131.75,3.0,3.0000309528454037,131.7499690471546,131.7499645511942,3.0000354488057894,,3.000205301055572,131.74979469894444,131.74989395327523,-9.925433079160939e-05,3.000205301055572,131.74979469894444,131.74989395327523,-9.925433079160939e-05,3.0002053010555585,-1.3322676295501878e-14,,,,,,,,134.75,131.75,3.0,2.9999998856722003,131.7500001143278,131.75000061066902,2.9999993893309806,3.000161667718353,131.74983833228166,-0.00016227838736426747,1.0,0.0,134.75,131.74979469894444,-9.925433079160939e-05,131.74979469894444,134.75,,131.74989395327523,,131.74979469894444,,3.000205301055572,,-9.925433079160939e-05,
2018-05-01,132.0,132.0,,,132.0,,,132.0,132.0,,132.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,132.0,,131.99980667026134,,131.99980415769824,0.00019584230176177274,,-2.512563099799081e-06,132.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0,0.0,,-1.7516852166308026e-15,132.0,132.0,0.0,,-1.3088857841492274e-05,132.00001308885786,1.3088857855336755e-05,1.0,0.0,132.0,132.0,0.0,3.291685004726109e-05,131.99996708314995,131.9999556379323,4.436206771174511e-05,,0.00019584230176177274,131.99980415769824,131.99980667026134,-2.512563099799081e-06,0.00019584230176177274,131.99980415769824,131.99980667026134,-2.512563099799081e-06,0.0001958423017640598,2.2870702727495473e-15,,,,,,,,132.0,132.0,0.0,-1.7516852166308026e-15,132.0,132.00000014934267,-1.493426680099219e-07,0.00014838015001427117,131.99985161984998,-0.00014852949269084093,1.0,0.0,132.0,131.99980415769824,-2.512563099799081e-06,131.99980415769824,132.0,,131.99980667026134,,131.99980415769824,,0.00019584230176177274,,-2.512563099799081e-06,
2018-06-01,129.25,129.25,,,129.25,,,129.25,129.25,,129.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,129.25,,132.2498650228395,,132.24988842602855,-2.999888426028555,,2.340318906135508e-05,129.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.25,132.24999999999997,-2.9999999999999716,,-2.9999999999999742,132.24999999999997,132.24999999999997,-2.9999999999999716,,-3.0000130888578416,132.25001308885786,1.3088857883758465e-05,1.0,0.0,129.25,132.24999999999997,-2.9999999999999716,-2.99996511914529,132.2499651191453,132.24997464579596,-2.999974645795959,,-2.999888426028555,132.24988842602855,132.2498650228395,2.340318906135508e-05,-2.999888426028555,132.24988842602855,132.2498650228395,2.340318906135508e-05,-2.999888426028548,7.105427357601002e-15,,,,,,,,129.25,132.24999999999997,-2.9999999999999716,-2.9999999999999742,132.24999999999997,132.24999994190097,-2.999999941900967,-2.999920585482051,132.24992058548204,-7.935641892231615e-05,1.0,0.0,129.25,132.24988842602855,2.340318906135508e-05,132.24988842602855,129.25,,132.2498650228395,,132.24988842602855,,-2.999888426028555,,2.340318906135508e-05,
2018-07-01,127.5,127.5,,,127.5,,,127.5,127.5,,127.5,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,127.5,,132.49993681728188,,132.49995497039143,-4.999954970391422,,1.8153109550667068e-05,127.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.5,132.5,-5.0,,-5.000000000000002,132.5,132.49999999999997,-4.999999999999972,,-5.00001308885785,132.50001308885786,1.3088857883758465e-05,1.0,0.0,127.5,132.5,-5.0,-4.999986723196372,132.49998672319637,132.49998672319634,-4.9999867231963435,,-4.999954970391422,132.49995497039143,132.49993681728188,1.8153109550667068e-05,-4.999954970391422,132.49995497039143,132.49993681728188,1.8153109550667068e-05,-4.999954970391428,-6.217248937900877e-15,,,,,,,,127.5,132.5,-5.0,-5.000000000000002,132.5,132.49999997047473,-4.999999970474732,-4.999963562602643,132.49996356260263,-3.640787210201779e-05,1.0,0.0,127.5,132.49995497039143,1.8153109550667068e-05,132.49995497039143,127.5,,132.49993681728188,,132.49995497039143,,-4.999954970391422,,1.8153109550667068e-05,
2018-08-01,128.75,128.75,,,128.75,,,128.75,128.75,,128.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,128.75,,132.7499868286359,,132.75000355230807,-4.000003552308062,,1.6723672160878778e-05,128.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.75,132.75,-4.0,,-4.000000000000003,132.75,132.74999999999997,-3.9999999999999716,,-4.00001348690358,132.75001348690358,1.3486903611692469e-05,1.0,0.0,128.75,132.75,-4.0,-4.000008327247433,132.75000832724743,132.74999884573427,-3.999998845734268,,-4.000003552308062,132.75000355230807,132.7499868286359,1.6723672160878778e-05,-4.000003552308062,132.75000355230807,132.7499868286359,1.6723672160878778e-05,-4.000003552308073,-1.0658141036401503e-14,,,,,,,,128.75,132.75,-4.0,-4.000000000000003,132.75,132.7499999953441,-3.9999999953440977,-4.000000573722445,132.75000057372245,5.783783478818805e-07,1.0,0.0,128.75,132.75000355230807,1.6723672160878778e-05,132.75000355230807,128.75,,132.7499868286359,,132.75000355230807,,-4.000003552308062,,1.6723672160878778e-05,
2018-09-01,132.0,132.0,,,132.0,,,132.0,132.0,,132.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,132.0,,132.99999308030257,,133.00000451176544,-1.000004511765445,,1.1431462866084985e-05,132.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,133.0,-1.0,,-1.0000000000000016,133.0,133.0,-1.0,,-1.0000092785915031,133.0000092785915,9.278591505790246e-06,1.0,0.0,132.0,133.0,-1.0,-1.0000063632427905,133.0000063632428,133.00000520783095,-1.0000052078309523,,-1.000004511765445,133.00000451176544,132.99999308030257,1.1431462866084985e-05,-1.000004511765445,133.00000451176544,132.99999308030257,1.1431462866084985e-05,-1.0000045117654395,5.551115123125783e-15,,,,,,,,132.0,133.0,-1.0,-1.0000000000000016,133.0,133.0,-1.0,-1.0000073485434502,133.00000734854345,7.348543448415512e-06,1.0,0.0,132.0,133.00000451176544,1.1431462866084985e-05,133.00000451176544,132.0,,132.99999308030257,,133.00000451176544,,-1.000004511765445,,1.1431462866084985e-05,
2018-10-01,134.25,134.25,,,134.25,,,134.25,134.25,,134.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,134.25,,133.24999241037028,,133.24998637535262,1.000013624647388,,-6.035017662497921e-06,134.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.25,133.25,1.0,,0.9999999999999967,133.25,133.25,1.0,,0.9999976638831571,133.25000233611684,2.336116835977009e-06,1.0,0.0,134.25,133.25,1.0,0.9999956007618496,133.25000439923815,133.25000629517817,0.9999937048218328,,1.000013624647388,133.24998637535262,133.24999241037028,-6.035017662497921e-06,1.000013624647388,133.24998637535262,133.24999241037028,-6.035017662497921e-06,1.00001362464738,-7.993605777301127e-15,,,,,,,,134.25,133.25,1.0,0.9999999999999967,133.25,133.25,1.0,0.9999995981746439,133.25000040182536,4.0182536054089724e-07,1.0,0.0,134.25,133.24998637535262,-6.035017662497921e-06,133.24998637535262,134.25,,133.24999241037028,,133.24998637535262,,1.000013624647388,,-6.035017662497921e-06,
2018-11-01,137.5,137.5,,,137.5,,,137.5,137.5,,137.5,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,137.5,,133.50000652628995,,133.4999756248016,4.000024375198383,,-3.09014883441705e-05,137.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.5,133.5,4.0,,3.9999999999999964,133.5,133.5,4.0,,3.9999999999999947,133.5,0.0,1.0,0.0,137.5,133.5,4.0,3.999997564766492,133.5000024352335,133.5000054036949,3.9999945963051005,,4.000024375198383,133.4999756248016,133.50000652628995,-3.09014883441705e-05,4.000024375198383,133.4999756248016,133.50000652628995,-3.09014883441705e-05,4.000024375198393,9.769962616701378e-15,,,,,,,,137.5,133.5,4.0,3.9999999999999964,133.5,133.5,4.0,4.00000491497665,133.49999508502336,-4.914976642567126e-06,1.0,0.0,137.5,133.4999756248016,-3.09014883441705e-05,133.4999756248016,137.5,,133.50000652628995,,133.4999756248016,,4.000024375198383,,-3.09014883441705e-05,
2018-12-01,133.75,133.75,,,133.75,,,133.75,133.75,,133.75,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,133.75,,133.75002950084126,,133.74998158034361,1.8419656381159685e-05,,-4.7920497650011384e-05,133.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.75,133.75,0.0,,-1.2798404311651111e-15,133.75,133.74999999999997,2.842170943040401e-14,,-8.624582529629758e-15,133.75,2.842170943040401e-14,1.0,0.0,133.75,133.75,0.0,-4.712288661193024e-07,133.75000047122887,133.7500053256028,-5.325602813854857e-06,,1.8419656381159685e-05,133.74998158034361,133.75002950084126,-4.7920497650011384e-05,1.8419656381159685e-05,133.74998158034361,133.75002950084126,-4.7920497650011384e-05,1.8419656385049166e-05,3.889480426101655e-15,,,,,,,,133.75,133.75,0.0,-1.2798404311651111e-15,133.75,133.74999999999997,2.842170943040401e-14,3.1349111796955913e-06,133.74999686508883,-3.1349111395684304e-06,1.0,0.0,133.75,133.74998158034361,-4.7920497650011384e-05,133.74998158034361,133.75,,133.75002950084126,,133.74998158034361,,1.8419656381159685e-05,,-4.7920497650011384e-05,
2019-01-01,132.0,132.0,,,132.0,,,132.0,132.0,,132.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,132.0,,134.00004153643448,,134.00016612656924,-2.000166126569253,,0.000124590134760183,132.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,134.0,-2.0,,-2.0000000000000027,134.0,133.99999999999997,-1.9999999999999716,,-2.000000000000002,134.0,2.842170943040401e-14,1.0,0.0,132.0,134.0,-2.0,-2.000016880435226,134.00001688043523,134.00000516340583,-2.000005163405831,,-2.000166126569253,134.00016612656924,134.00004153643448,0.000124590134760183,-2.000166126569253,134.00016612656924,134.00004153643448,0.000124590134760183,-2.0001661265692405,1.2434497875801753e-14,,,,,,,,132.0,134.0,-2.0,-2.0000000000000027,134.0,133.99999999999997,-1.9999999999999716,-1.999998303753266,133.99999830375327,-1.696246698656978e-06,1.0,0.0,132.0,134.00016612656924,0.000124590134760183,134.00016612656924,132.0,,134.00004153643448,,134.00016612656924,,-2.000166126569253,,0.000124590134760183,
2019-02-01,136.25,136.25,,,136.25,,,136.25,136.25,,136.25,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,136.25,,134.25002864132097,,134.24998453276626,2.000015467233725,,-4.4108554703825575e-05,136.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.25,134.25,2.0,,2.0000000000000004,134.25,134.25,2.0,,1.9999999999999936,134.25,0.0,1.0,0.0,136.25,134.25,2.0,2.0000016171737602,134.24999838282625,134.25000323720022,1.999996762799782,,2.000015467233725,134.24998453276626,134.25002864132097,-4.4108554703825575e-05,2.000015467233725,134.24998453276626,134.25002864132097,-4.4108554703825575e-05,2.0000154672337374,1.2434497875801753e-14,,,,,,,,136.25,134.25,2.0,2.0000000000000004,134.25,134.25,2.0,2.000000564871323,134.24999943512867,-5.64871328379013e-07,1.0,0.0,136.25,134.24998453276626,-4.4108554703825575e-05,134.24998453276626,136.25,,134.25002864132097,,134.24998453276626,,2.000015467233725,,-4.4108554703825575e-05,
